StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Consent ",ID,"Age ",Gender,OMSI10 ,D _1,D _2,D _3,D _4,D _5,D _6,D _7,D _8,D _9,D _10,D _11,D _12,D _13,D _14,D _15,D _16,D _17,D _18,D _19,D _20,D _21,D _22,"D_Rep ",R _1,R _2,R _3,R _4,R _5,R _6,R _7,R _8,R _9,R _10,R _11,R _12,R _13,R _14,R _15,R _16,R _17,R _18,R _19,R _20,R _21,R _22,R_Rel ,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,E_13,E_14,E_15,E_16,E_17,E_18,E_19,E_20,E_21,E_22,E_Rel,"Music check ",PROLIFIC_PID
2025-08-12 14:21:55,2025-08-12 14:26:20,0,100,264,1,2025-08-12 14:26:20,R_2FW2upDE8mOubI0,anonymous,EN,2,676325eda58341cdb24d207c,22,1,6,3,3,3,2,4,2,3,4,4,4,3,4,3,4,4,3,3,3,3,3,3,2,3,3,3,2,4,3,4,3,3,4,3,2,4,4,3,3,3,3,3,3,3,4,3,3,4,4,3,4,2,2,4,4,2,3,3,4,3,4,4,3,3,4,2,4,4,4,3,1,676325eda58341cdb24d207c
2025-08-12 14:22:02,2025-08-12 14:26:51,0,100,288,1,2025-08-12 14:26:51,R_8rP2gvDhNJSg1v0,anonymous,EN,2,5dd05d80b2204f1487f7812c,41,1,4,4,4,4,3,4,5,3,4,5,4,4,4,4,4,5,5,5,5,5,4,4,5,4,4,3,4,5,3,4,4,5,4,5,5,4,5,4,4,4,3,4,5,3,5,4,3,5,4,5,4,5,5,5,2,2,1,4,4,4,5,4,4,3,2,3,4,4,3,2,2,5dd05d80b2204f1487f7812c
2025-08-12 14:22:37,2025-08-12 14:26:52,0,100,255,1,2025-08-12 14:26:53,R_2s1iUUTCMFe8nlw,anonymous,EN,2,615e95eddff82cf25e73abb2,28,1,1,3,2,3,2,3,2,2,2,2,2,2,3,2,3,2,1,3,3,2,3,2,2,1,4,5,4,4,5,4,4,4,4,5,4,3,5,4,3,3,5,4,4,3,4,3,4,5,5,5,5,5,5,4,3,3,3,3,3,4,3,3,3,3,4,2,3,2,4,3,2,615e95eddff82cf25e73abb2
2025-08-12 14:23:28,2025-08-12 14:27:10,0,100,222,1,2025-08-12 14:27:11,R_2DO7TvDNOZJr981,anonymous,EN,2,676056c4ad585b4aeebf6154,20,2,2,4,3,3,3,3,3,3,3,4,4,4,3,4,3,4,5,4,5,5,5,4,4,2,4,5,5,5,5,5,5,3,3,4,4,4,5,4,5,4,5,5,3,4,4,4,4,3,2,2,1,1,2,1,3,2,2,2,2,2,1,3,2,2,3,4,2,4,2,2,1,676056c4ad585b4aeebf6154
2025-08-12 14:23:08,2025-08-12 14:27:17,0,100,248,1,2025-08-12 14:27:17,R_8S2L1e7wxE9lehx,anonymous,EN,2,5e682759984ee80128a78dca,23,1,2,5,5,5,4,5,4,2,4,4,5,4,4,5,5,4,5,2,5,2,5,2,5,3,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,1,4,3,4,2,5,2,4,2,1,5e682759984ee80128a78dca
2025-08-12 14:22:55,2025-08-12 14:27:41,0,100,285,1,2025-08-12 14:27:41,R_2PigfX24ZyIDLLy,anonymous,EN,2,62682277645054f5802459b8,59,1,2,5,5,5,4,5,5,4,4,4,4,5,4,5,5,5,4,5,4,4,4,4,2,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,3,5,4,4,5,5,4,4,4,5,5,4,4,4,2,3,4,4,3,3,3,3,2,3,2,3,3,2,62682277645054f5802459b8
2025-08-12 14:22:16,2025-08-12 14:28:12,0,100,356,1,2025-08-12 14:28:13,R_265vfUQIauiXMBY,anonymous,EN,2,63d44d432dba83234be6588c,43,2,2,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,4,4,5,5,3,2,63d44d432dba83234be6588c
2025-08-12 14:24:35,2025-08-12 14:28:28,0,100,233,1,2025-08-12 14:28:28,R_8sk3BDTbDlxK9hf,anonymous,EN,2,5e96185ae3d45508abe19a36,41,1,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,3,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5e96185ae3d45508abe19a36
2025-08-12 14:25:15,2025-08-12 14:28:42,0,100,207,1,2025-08-12 14:28:42,R_8JRwHNA0kw5BXD0,anonymous,EN,2,60461bfeeac81b04cf62f7a6,63,2,2,4,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,3,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,5,4,5,5,5,4,5,5,5,5,5,4,3,2,60461bfeeac81b04cf62f7a6
2025-08-12 14:22:21,2025-08-12 14:29:08,0,100,407,1,2025-08-12 14:29:09,R_2c0ZYj1tFUzJUAb,anonymous,EN,2,648353f2886c3c0072018e4a,54,2,2,2,5,2,3,2,3,2,4,5,2,4,3,4,3,4,2,3,4,4,4,3,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,3,4,4,4,3,2,5,4,3,4,4,4,4,4,4,2,3,2,4,2,3,2,3,3,2,648353f2886c3c0072018e4a
2025-08-12 14:25:53,2025-08-12 14:29:32,0,100,219,1,2025-08-12 14:29:33,R_8kzxRO8bFqOg3y5,anonymous,EN,2,61f2ad60a09e72f23cbaf86d,23,3,2,4,4,4,4,4,3,4,2,3,3,3,4,4,3,3,3,3,3,3,3,2,2,2,5,5,4,4,5,5,4,4,4,4,5,5,5,5,3,3,3,3,3,4,3,3,3,2,4,4,4,4,5,5,3,2,3,3,3,2,2,5,3,3,2,3,4,3,4,3,1,61f2ad60a09e72f23cbaf86d
2025-08-12 14:25:30,2025-08-12 14:32:06,0,100,396,1,2025-08-12 14:32:07,R_88ByK9KViJWBLdL,anonymous,EN,2,67e2a624e55987ea03570bc1,24,1,2,5,4,4,5,5,4,5,5,5,4,4,4,4,4,5,5,4,5,5,4,5,5,3,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,4,5,4,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,3,4,5,5,4,5,4,2,67e2a624e55987ea03570bc1
2025-08-12 14:25:44,2025-08-12 14:32:32,0,100,408,1,2025-08-12 14:32:32,R_8Y5s5CvrfggOqrK,anonymous,EN,2,66742c4307bb2004831faaef,31,2,2,4,4,3,4,4,3,5,3,3,4,4,4,4,2,4,4,4,3,2,4,3,4,3,4,4,4,5,4,4,4,4,5,4,5,4,5,5,4,5,3,5,5,5,4,3,4,4,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,5,5,4,5,4,4,4,1,66742c4307bb2004831faaef
2025-08-12 14:45:49,2025-08-12 14:52:20,0,100,390,1,2025-08-12 14:52:21,R_2kYSeT7c8nyN3nM,anonymous,EN,2,637545d6428d85daeedc3df5,51,1,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,2,4,3,2,637545d6428d85daeedc3df5
2025-08-16 08:30:05,2025-08-16 08:32:56,0,100,170,1,2025-08-16 08:32:56,R_8iCtlTPSSEyOMbn,anonymous,EN,2,6813ef0e8fdad3ca067b605e,31,1,3,3,3,4,3,4,4,4,4,4,3,4,4,3,4,4,3,2,4,4,4,3,4,2,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,1,4,4,4,4,5,4,4,4,5,4,5,4,3,4,5,4,4,4,5,3,5,5,3,2,6813ef0e8fdad3ca067b605e
2025-08-16 08:30:16,2025-08-16 08:33:24,0,100,187,1,2025-08-16 08:33:24,R_8qsHH8pUQaJjAMZ,anonymous,EN,2,5b7fef3c6d519f000114a332,26,2,1,2,2,3,2,3,3,2,2,3,3,3,3,3,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,3,3,3,3,4,4,3,2,2,2,2,2,2,2,3,3,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,3,4,3,3,3,3,4,2,2,5b7fef3c6d519f000114a332
2025-08-16 08:30:10,2025-08-16 08:33:31,0,100,201,1,2025-08-16 08:33:31,R_2gNve3bvn0ydwf9,anonymous,EN,2,5ca650fc557aec0012e200d8,45,2,3,3,3,2,2,3,2,2,3,3,4,3,3,3,3,3,3,3,4,4,3,4,4,2,4,4,4,4,4,4,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,2,2,5ca650fc557aec0012e200d8
2025-08-16 08:30:16,2025-08-16 08:33:34,0,100,197,1,2025-08-16 08:33:34,R_8VWuu3dvgnq7kC5,anonymous,EN,2,6774c5b0b19b119861c73439,19,2,2,3,4,4,3,3,4,3,5,4,4,5,3,4,5,4,4,3,3,5,5,5,4,3,4,4,4,5,4,4,4,4,5,5,5,5,4,5,3,4,5,4,4,5,5,3,4,3,5,4,5,4,4,3,3,4,4,4,3,4,4,3,4,4,4,3,4,5,4,4,2,6774c5b0b19b119861c73439
2025-08-16 08:31:06,2025-08-16 08:33:54,0,100,168,1,2025-08-16 08:33:54,R_8BSkYkWLwJEwAkW,anonymous,EN,2,63d3f940fcdb352e6bfd9715,22,1,1,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,3,3,3,4,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,1,2,63d3f940fcdb352e6bfd9715
2025-08-16 08:30:18,2025-08-16 08:34:24,0,100,246,1,2025-08-16 08:34:24,R_2Bq3iw4VrUl04Nj,anonymous,EN,2,66bb59dbe4570983dcb1d743,21,2,3,4,3,5,3,4,4,4,4,5,4,4,5,5,5,4,3,3,4,5,4,4,4,3,5,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,5,4,5,4,4,3,5,4,5,5,4,5,4,3,4,3,3,4,4,4,4,3,4,3,3,3,3,3,2,2,66bb59dbe4570983dcb1d743
2025-08-16 08:30:22,2025-08-16 08:34:25,0,100,242,1,2025-08-16 08:34:25,R_2Bu5iIprS9VEPiV,anonymous,EN,2,613dd5fb512aabe8d5d32393,35,2,2,4,3,4,4,5,4,3,3,5,3,3,4,3,4,4,4,5,4,5,5,4,5,1,4,5,5,4,5,4,2,5,5,5,4,4,5,5,5,4,4,5,3,4,5,5,4,3,5,5,5,5,5,5,3,3,3,3,3,4,3,2,3,2,3,2,2,1,4,2,2,613dd5fb512aabe8d5d32393
2025-08-16 08:29:57,2025-08-16 08:34:38,0,100,280,1,2025-08-16 08:34:38,R_8kpNYi0lxSQcbMc,anonymous,EN,2,604fa685e33606f9a0ee8189,29,2,2,3,3,3,2,3,3,2,2,3,3,3,2,3,2,3,4,4,4,5,5,4,3,3,5,5,5,4,4,5,5,5,4,5,3,4,5,5,3,3,4,4,3,2,2,3,4,4,4,4,4,4,5,5,3,4,3,2,3,4,3,4,4,4,5,4,4,4,4,2,2,604fa685e33606f9a0ee8189
2025-08-16 08:30:45,2025-08-16 08:34:59,0,100,253,1,2025-08-16 08:35:00,R_8mmCTIwVr0nN5FG,anonymous,EN,2,598971de71fb500001aaa40c,34,1,1,3,3,2,2,2,2,2,3,3,4,3,2,4,3,4,4,2,4,2,2,2,4,2,4,4,3,3,3,3,3,4,3,4,4,3,4,4,4,3,3,4,3,2,3,3,2,4,4,4,3,4,4,4,3,3,3,3,4,3,3,3,3,4,3,2,2,3,4,2,2,598971de71fb500001aaa40c
2025-08-16 08:32:26,2025-08-16 08:36:40,0,100,254,1,2025-08-16 08:36:40,R_2k0LSS69wZJfMgW,anonymous,EN,2,644940c6c6b71b43c2f0d552,58,2,2,2,3,3,3,2,2,2,3,3,3,3,2,3,3,2,2,2,2,4,2,4,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,4,3,4,3,3,4,5,4,4,5,4,4,4,3,4,4,3,4,4,3,4,4,4,2,2,3,3,2,2,644940c6c6b71b43c2f0d552
2025-08-16 08:30:57,2025-08-16 08:37:13,0,100,376,1,2025-08-16 08:37:14,R_8sRVkprmqd6Zgl1,anonymous,EN,2,5edeea354d54cb1a825aa8f9,47,1,2,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,2,5edeea354d54cb1a825aa8f9
2025-08-16 08:32:30,2025-08-16 08:37:31,0,100,301,1,2025-08-16 08:37:32,R_8DMSV1bx3Vs3d0D,anonymous,EN,2,5697ac41eaa915000b8d3378,58,2,2,3,3,3,3,3,3,3,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,2,3,3,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3,4,2,3,2,2,2,3,1,5697ac41eaa915000b8d3378
2025-08-16 08:30:13,2025-08-16 08:38:00,0,100,466,1,2025-08-16 08:38:00,R_2GVfkYDZQ1bSRGN,anonymous,EN,2,6175749cda10b46effac4c6d,26,2,2,5,4,5,4,5,5,5,5,4,4,4,4,4,5,5,4,3,4,4,5,4,4,4,5,4,5,4,4,4,5,5,5,5,4,5,5,4,4,5,3,4,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,1,6175749cda10b46effac4c6d
2025-08-16 08:32:08,2025-08-16 08:38:11,0,100,363,1,2025-08-16 08:38:12,R_8QLEgooZIunfdGI,anonymous,EN,2,6065f9d75bd3321f0bafa750,35,1,2,3,3,4,4,4,5,3,4,4,4,5,4,4,4,4,4,4,5,4,4,4,3,2,5,5,5,5,4,5,4,5,4,5,4,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,4,3,3,5,5,3,5,5,5,5,5,5,3,3,3,2,6065f9d75bd3321f0bafa750
2025-08-16 08:32:03,2025-08-16 08:38:54,0,100,411,1,2025-08-16 08:38:55,R_8vcxnbVwEsBVzx4,anonymous,EN,2,673261aea87e76010a5c969a,36,2,2,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,673261aea87e76010a5c969a
2025-08-16 08:30:11,2025-08-16 08:39:12,0,100,540,1,2025-08-16 08:39:12,R_2fxA5PYzYLJsUnN,anonymous,EN,2,5e9f5bbf176a980b6531f799,54,2,2,3,4,4,3,2,4,4,3,3,2,3,4,4,3,4,2,3,3,4,4,3,2,3,4,5,5,5,5,5,3,4,5,5,5,5,4,5,4,4,5,4,5,4,5,5,4,5,5,5,4,5,5,5,2,2,2,3,5,4,3,1,4,2,3,2,2,4,2,4,2,5e9f5bbf176a980b6531f799
2025-08-16 08:30:10,2025-08-16 08:39:48,0,100,578,1,2025-08-16 08:39:49,R_88GS7KQpFFrMqyH,anonymous,EN,2,661fd2da5312a50b2d084d4e,38,2,2,3,3,2,2,3,2,3,3,2,2,3,2,3,2,3,2,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,2,661fd2da5312a50b2d084d4e
2025-08-16 08:32:46,2025-08-16 08:41:16,0,100,510,1,2025-08-16 08:41:16,R_2RIqU9vYbSdBuPn,anonymous,EN,2,5eca536f9aa4f658d641a7d9,54,2,1,1,4,3,3,3,3,3,3,5,5,5,5,4,3,5,5,3,5,5,5,1,5,1,3,3,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,1,5,1,1,5,5,3,5,5,5,5,3,3,3,5,4,2,5eca536f9aa4f658d641a7d9
2025-08-16 08:34:11,2025-08-16 08:42:13,0,100,482,1,2025-08-16 08:42:13,R_207wnicOudjpeby,anonymous,EN,2,668ee4ea1d03ca7693e83297,54,2,2,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,2,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,3,3,3,4,4,2,668ee4ea1d03ca7693e83297
2025-08-16 08:44:07,2025-08-16 08:46:57,0,100,169,1,2025-08-16 08:46:57,R_2pu23SY5iT72IkQ,anonymous,EN,2,6570809f57bfe1f9f1e9ef93,20,1,2,3,4,5,3,3,3,2,5,5,5,4,5,4,5,5,5,5,4,4,4,4,4,3,5,5,5,5,5,5,5,4,5,4,4,4,4,4,5,4,5,4,4,5,4,4,4,5,5,4,5,5,5,5,3,1,3,2,4,3,3,2,1,1,1,1,1,3,5,3,2,6570809f57bfe1f9f1e9ef93
2025-08-18 05:50:44,2025-08-18 05:50:59,0,100,15,1,2025-08-18 05:51:00,R_2mPGAa81upv8uMo,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634d7250f674c11a71d1b88e
2025-08-18 05:50:50,2025-08-18 05:52:46,0,100,116,1,2025-08-18 05:52:46,R_2qn6YJJnNN3P4Pd,anonymous,EN,2,6772fe0fba57bc97da6950a5,33,2,2,4,4,4,4,4,4,4,5,4,4,5,4,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,6772fe0fba57bc97da6950a5
2025-08-18 05:51:21,2025-08-18 05:54:00,0,100,159,1,2025-08-18 05:54:00,R_8wilq2AnSnNRhnP,anonymous,EN,2,675ab3f6c12c9e3fd27046b3,32,2,2,3,4,3,3,3,3,2,4,4,3,4,3,4,3,3,5,3,4,5,4,5,4,3,5,5,4,4,4,4,4,5,4,5,4,4,5,4,5,4,3,3,5,3,4,3,4,5,4,5,4,5,5,5,3,3,2,2,3,2,3,3,2,2,2,3,3,2,2,3,1,675ab3f6c12c9e3fd27046b3
2025-08-18 05:50:49,2025-08-18 05:54:04,0,100,195,1,2025-08-18 05:54:04,R_239yBzlOM9t2ayn,anonymous,EN,2,5d4310bbd8e961001b825ca4,66,1,2,3,3,3,3,1,2,1,3,4,3,4,3,3,3,3,3,1,3,2,4,2,2,2,4,4,4,4,3,3,3,4,3,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,2,3,3,3,2,5d4310bbd8e961001b825ca4
2025-08-18 05:51:01,2025-08-18 05:54:07,0,100,186,1,2025-08-18 05:54:08,R_2LiD4cBqQfhwDRK,anonymous,EN,2,5adb9688e0feeb0001ca9622,36,2,2,3,3,3,3,3,3,2,3,2,2,3,2,3,4,2,4,3,3,2,3,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,4,5,5,5,1,2,5adb9688e0feeb0001ca9622
2025-08-18 05:50:54,2025-08-18 05:54:14,0,100,199,1,2025-08-18 05:54:14,R_2q9yopVviJC0EUa,anonymous,EN,2,5f688f49cd4c0e4e0a84d9be,43,2,2,3,2,3,3,3,2,2,3,3,2,3,3,2,3,4,3,3,4,4,4,3,3,2,4,4,4,4,4,4,4,4,5,5,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,3,2,5f688f49cd4c0e4e0a84d9be
2025-08-18 05:50:53,2025-08-18 05:54:14,0,100,200,1,2025-08-18 05:54:14,R_2Gev1g83J9c0cMZ,anonymous,EN,2,56bbad070b36c4000b4d4ef9,52,1,1,4,5,4,3,3,3,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,3,4,4,4,5,4,5,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,3,2,56bbad070b36c4000b4d4ef9
2025-08-18 05:50:54,2025-08-18 05:54:16,0,100,202,1,2025-08-18 05:54:17,R_2unRU0U0niH3wB3,anonymous,EN,2,5dcfaad2dd9a740c2493fc28,36,1,2,4,4,4,4,3,4,4,4,4,5,4,5,5,5,5,4,5,3,5,5,5,5,3,5,5,5,5,3,5,5,5,4,5,5,4,5,5,4,3,5,4,4,4,4,4,4,4,5,5,5,3,5,5,4,4,4,4,5,4,5,5,3,4,4,4,2,2,3,4,2,5dcfaad2dd9a740c2493fc28
2025-08-18 05:50:52,2025-08-18 05:54:24,0,100,212,1,2025-08-18 05:54:25,R_2ENLKoWUrPfIu0F,anonymous,EN,2,5ee5defbfe74a3000d106f51,33,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,3,2,1,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,5,5,3,4,5,4,4,5,4,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,5,4,5,3,4,4,4,5,5,4,2,5ee5defbfe74a3000d106f51
2025-08-18 05:50:45,2025-08-18 05:54:25,0,100,219,1,2025-08-18 05:54:25,R_83ekAe9QO0VoWrv,anonymous,EN,2,659d549e063162467e0f3f2d,28,2,2,4,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,4,4,4,4,3,3,2,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,5,4,3,4,3,3,4,4,3,3,4,4,3,3,2,4,1,2,659d549e063162467e0f3f2d
2025-08-18 05:50:38,2025-08-18 05:54:34,0,100,235,1,2025-08-18 05:54:34,R_2NDHxVGsQ9j0bHP,anonymous,EN,2,627a76b96bea55210aecbba9,34,2,2,2,3,3,3,2,3,2,3,4,3,4,4,3,4,4,3,3,3,4,3,4,4,2,4,4,4,4,4,4,3,3,3,3,3,4,3,3,2,3,3,3,3,2,2,2,3,4,4,4,4,4,4,4,2,2,3,3,3,3,3,2,3,4,2,2,3,2,4,2,2,627a76b96bea55210aecbba9
2025-08-18 05:50:39,2025-08-18 05:54:35,0,100,235,1,2025-08-18 05:54:35,R_8cBEI1VSNyMbbUh,anonymous,EN,2,6888eac5fc32dd345cae8681,31,1,2,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,2,4,5,5,4,5,5,4,5,4,5,5,3,4,4,4,4,4,5,4,4,4,4,3,4,5,4,4,4,5,5,4,4,5,4,4,4,4,3,4,4,3,3,3,2,5,3,2,6888eac5fc32dd345cae8681
2025-08-18 05:50:46,2025-08-18 05:54:37,0,100,230,1,2025-08-18 05:54:37,R_2wAyK0hi9wQxSXK,anonymous,EN,2,58f4a7947b2e410001c2edde,66,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,4,3,5,5,5,4,4,4,4,3,3,3,4,3,2,58f4a7947b2e410001c2edde
2025-08-18 05:50:38,2025-08-18 05:54:38,0,100,240,1,2025-08-18 05:54:39,R_2jK9VOmhKNfQb4Z,anonymous,EN,2,63e6a31a1f62653eee8e0d1a,33,1,2,3,2,4,3,3,3,2,2,2,2,2,2,4,2,4,2,2,3,5,4,1,2,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,2,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,2,63e6a31a1f62653eee8e0d1a
2025-08-18 05:50:44,2025-08-18 05:54:59,0,100,254,1,2025-08-18 05:55:00,R_2xY7iGeAobs4CCD,anonymous,EN,2,63d9d5072e083033fc895df1,21,1,2,5,5,5,4,5,5,4,5,5,3,5,5,5,5,5,4,4,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,4,5,5,4,5,5,5,5,5,5,5,4,4,2,3,4,5,4,3,4,4,4,3,3,3,5,3,1,63d9d5072e083033fc895df1
2025-08-18 05:51:10,2025-08-18 05:55:01,0,100,231,1,2025-08-18 05:55:01,R_8Kxkb82PfmJKAJX,anonymous,EN,2,634d7250f674c11a71d1b88e,45,1,3,5,5,4,3,3,3,2,3,3,5,4,4,4,3,4,3,4,4,4,4,3,2,4,4,3,4,4,4,3,2,5,5,3,5,5,5,5,2,3,4,4,3,3,4,3,3,5,5,4,4,5,5,5,3,2,2,3,3,2,3,2,3,4,2,2,2,2,4,4,2,634d7250f674c11a71d1b88e
2025-08-18 05:52:25,2025-08-18 05:55:03,0,100,158,1,2025-08-18 05:55:03,R_21HJaoTw6eAFgU9,anonymous,EN,2,6659f6fdd8cd7577c303a76d,37,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,6659f6fdd8cd7577c303a76d
2025-08-18 05:51:31,2025-08-18 05:55:12,0,100,220,1,2025-08-18 05:55:12,R_2NYGbvpu1kv3pzr,anonymous,EN,2,67a54503a9d38ce3140394eb,54,2,1,4,5,4,3,4,4,4,4,5,4,4,4,4,5,2,3,3,4,2,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,4,3,3,2,3,5,2,2,67a54503a9d38ce3140394eb
2025-08-18 05:50:42,2025-08-18 05:55:22,0,100,279,1,2025-08-18 05:55:22,R_23V1kP8hMRa5JHr,anonymous,EN,2,587e30b5cbacd2000114b08e,61,1,2,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,3,3,3,4,2,3,3,3,4,5,5,4,4,4,3,5,4,5,5,5,5,5,3,4,3,3,4,3,3,3,4,5,5,4,4,5,5,5,3,3,5,4,3,4,4,2,4,4,4,2,2,3,2,3,2,587e30b5cbacd2000114b08e
2025-08-18 05:51:15,2025-08-18 05:55:23,0,100,248,1,2025-08-18 05:55:23,R_8zCoAmlmtIzMoNq,anonymous,EN,2,67160649a88bd704f98575e9,62,1,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,3,3,3,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,3,2,67160649a88bd704f98575e9
