StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Prolific ID ","Consent ","Age ","Gender ",OMSI,Gen_1,Gen_2,Gen_3,Gen_4,Gen_5,Gen_6,Gen_7,Gen_8,Gen_9,Gen_10,Gen_11,Gen_12,Gen_13,Gen_14,Gen_15,Gen_16,Gen_17,Gen_18,Gen_19,Gen_20,Gen_21,Gen_22,Gen_23,Gen_24,Gen_25,Gen_26,Gen_27,Gen_28,Gen_29,Gen_30,Gen_31,Gen_32,Gen_33,Gen_34,Gen_35,Gen_36,Emotion,PROLIFIC_PID,Vignette,VigNro
2025-09-09 10:27:55,2025-09-09 10:29:49,0,100,113,1,2025-09-09 10:29:49,R_8OcS9ynyeMez6vQ,anonymous,EN,602c0fc2eff74b4748e9b41e,2,35,1,2,5,4,4,4,5,2,4,4,5,4,2,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,5,1,"1,2,3,5,8,9,11,12,13",602c0fc2eff74b4748e9b41e,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-09 10:27:51,2025-09-09 10:30:00,0,100,128,1,2025-09-09 10:30:00,R_2yYKF7zLQHJWXv3,anonymous,EN,672f488089b8f59064c010fc,2,38,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,4,5,5,5,1,"1,2,5,6,7,8,11",672f488089b8f59064c010fc,It was pointed out that you missed an important detail in your work which you now have to redo. You put on a music playlist to drown out self-criticism as you fix the mistake.,2
2025-09-09 10:27:59,2025-09-09 10:30:06,0,100,126,1,2025-09-09 10:30:06,R_89cZTqcph3e9Snw,anonymous,EN,5ea00067d330db1ac58c6163,2,65,2,2,4,5,3,4,4,4,4,5,5,3,2,3,4,3,3,3,2,2,4,5,3,3,5,4,4,4,3,2,2,2,3,3,5,4,4,1,"2,7,11,13",5ea00067d330db1ac58c6163,"While listening to a playlist, you come across a song that deeply resonates with what you are experiencing. It communicated something about yourself that you’ve struggled to explain to others.",9
2025-09-09 10:28:04,2025-09-09 10:30:11,0,100,127,1,2025-09-09 10:30:11,R_8hbXClPpNMdQEJr,anonymous,EN,66c5ee0d624ca2722eebfa1c,2,22,2,2,4,4,5,4,4,4,4,4,4,4,3,4,2,2,2,4,4,3,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,3,1,"1,2,3,5,9,11,13",66c5ee0d624ca2722eebfa1c,"While with your friends at a cafe, a particular song comes on. You instantly recognise the music from your past, leading to an exchange of stories about your experiences together.",6
2025-09-09 10:27:58,2025-09-09 10:30:16,0,100,138,1,2025-09-09 10:30:16,R_8HAZHbjPenVwDNu,anonymous,EN,570157c6917228000d8d4b6a,2,33,1,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,1,"1,2,5,6,7,8,9,11,13",570157c6917228000d8d4b6a,"Halfway through a concert, you realise you have been fully absorbed in the power and meaning of the music. It feels as if the music has taken you into a transcendent experience, which is exactly what you hoped for before the concert.",10
2025-09-09 10:28:25,2025-09-09 10:30:19,0,100,114,1,2025-09-09 10:30:20,R_8feTh0sWkD8WGCo,anonymous,EN,5abbe13268b65b00018cf94b,2,26,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,8,5abbe13268b65b00018cf94b,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-09 10:28:17,2025-09-09 10:30:22,0,100,124,1,2025-09-09 10:30:22,R_80GhN3XIH0jFgTv,anonymous,EN,5d34862748bf98000146b64f,2,32,1,2,5,5,5,3,5,5,5,5,5,2,3,4,5,5,5,3,3,3,3,3,4,5,4,5,2,4,4,2,1,1,3,2,5,4,1,1,"11,13",5d34862748bf98000146b64f,"While listening to a playlist, you come across a song that deeply resonates with what you are experiencing. It communicated something about yourself that you’ve struggled to explain to others.",9
2025-09-09 10:28:00,2025-09-09 10:30:22,0,100,142,1,2025-09-09 10:30:23,R_2J4LVOzudCQScdI,anonymous,EN,5b0712a66c2e20000157909c,2,36,1,2,4,4,4,4,3,4,4,4,4,2,2,2,2,2,3,2,2,2,4,4,4,4,4,4,2,3,4,1,1,1,2,2,4,4,2,1,"9,11",5b0712a66c2e20000157909c,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-09 10:28:00,2025-09-09 10:30:25,0,100,144,1,2025-09-09 10:30:25,R_8DNuTTJP17sIsbf,anonymous,EN,63f87480149da1634d6c4464,2,25,1,2,4,2,4,4,4,4,5,4,5,1,2,4,2,3,2,2,2,3,1,1,1,4,4,4,3,3,4,2,3,3,4,2,4,4,2,1,"10,12,14,15",63f87480149da1634d6c4464,"You have just been told that you didn’t get the job you applied for. To handle the news, you turn to music to provide a sense of support as you manage your thoughts.",8
2025-09-09 10:28:06,2025-09-09 10:30:27,0,100,140,1,2025-09-09 10:30:29,R_2JxAf5Oe1c1dQyL,anonymous,EN,5a8f01d95292b80001235d34,2,54,2,3,3,2,2,3,4,4,3,4,3,2,2,3,2,3,3,5,5,4,2,2,5,2,3,2,2,4,5,4,3,4,2,2,3,3,1,1,"12,13",5a8f01d95292b80001235d34,"As you travel alone for an extended period, you put on your partner’s favourite music. The music makes you feel as if they are there with you.",7
2025-09-09 10:28:13,2025-09-09 10:30:30,0,100,137,1,2025-09-09 10:30:30,R_8Ea9I7tzDJIewPj,anonymous,EN,66b5172c8f0bd3b23ce66c22,2,28,2,1,4,4,3,3,2,2,4,4,4,3,3,3,3,3,3,2,2,2,3,3,3,4,4,4,2,2,2,2,2,2,3,3,4,3,3,1,11,66b5172c8f0bd3b23ce66c22,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-09 10:28:12,2025-09-09 10:30:31,0,100,139,1,2025-09-09 10:30:32,R_2q3pWsY7CkFPSxY,anonymous,EN,5b14161e30d562000155e871,2,29,1,2,4,5,4,5,5,5,5,4,5,5,4,5,3,4,3,5,5,5,4,5,5,5,5,5,5,5,2,3,5,4,5,5,5,4,5,1,5,5b14161e30d562000155e871,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-09 10:28:17,2025-09-09 10:30:31,0,100,134,1,2025-09-09 10:30:32,R_82EZITQJ0tjNRKh,anonymous,EN,5fceb997bc11f516590460ee,2,34,2,1,5,5,4,3,3,1,4,3,4,5,5,5,5,5,5,1,1,1,1,3,1,4,4,4,1,2,1,1,1,1,1,2,5,5,1,1,"6,8",5fceb997bc11f516590460ee,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-09 10:27:54,2025-09-09 10:30:43,0,100,168,1,2025-09-09 10:30:43,R_8hHntujaaartFMK,anonymous,EN,66e484aa361904c9801c6837,2,63,2,2,5,5,5,2,2,1,3,3,2,4,4,4,3,5,5,5,4,5,5,4,4,2,5,4,4,5,4,3,2,2,3,3,4,5,3,1,"5,6,7,8,13",66e484aa361904c9801c6837,"While with your friends at a cafe, a particular song comes on. You instantly recognise the music from your past, leading to an exchange of stories about your experiences together.",6
2025-09-09 10:28:13,2025-09-09 10:30:44,0,100,151,1,2025-09-09 10:30:44,R_8OIfLoGIIcE60aJ,anonymous,EN,6658b14cfcfccc0b76bb64f7,2,30,1,2,5,5,5,4,4,4,5,5,5,5,5,5,4,4,4,5,4,5,4,3,5,5,5,4,5,5,2,4,5,5,3,5,5,5,3,1,"1,2,5,6,7",6658b14cfcfccc0b76bb64f7,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-09 10:27:53,2025-09-09 10:30:57,0,100,183,1,2025-09-09 10:30:57,R_8jTrPHlDdoO6WVH,anonymous,EN,5bcda2ee6fd72000014996e4,2,40,1,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2,4,5,4,4,4,2,2,2,2,2,2,4,4,3,1,"5,8",5bcda2ee6fd72000014996e4,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-09 10:27:55,2025-09-09 10:31:01,0,100,185,1,2025-09-09 10:31:01,R_8BgneZUJwMnNGcu,anonymous,EN,6783ebc2e89b75d66d952f41,2,58,1,2,4,3,3,4,4,3,4,4,4,4,3,3,3,3,4,3,4,4,4,4,3,4,4,4,4,4,3,3,3,2,3,3,3,4,4,1,"2,5,6,11",6783ebc2e89b75d66d952f41,"You have an intricate task that requires your attention. To put your mind to it, you turn on a specific music playlist.",5
2025-09-09 10:28:10,2025-09-09 10:31:08,0,100,177,1,2025-09-09 10:31:08,R_8qr5TLVOtHlDI2R,anonymous,EN,6760580745ecb73102f83f3d,2,30,2,3,4,5,4,4,5,4,5,4,4,4,5,5,5,5,4,3,3,3,4,4,4,4,5,4,4,4,4,3,2,4,5,4,4,4,3,1,"6,10,15",6760580745ecb73102f83f3d,It was pointed out that you missed an important detail in your work which you now have to redo. You put on a music playlist to drown out self-criticism as you fix the mistake.,2
2025-09-09 10:28:00,2025-09-09 10:31:09,0,100,188,1,2025-09-09 10:31:09,R_2CDn9gBhcHzdVdA,anonymous,EN,6016f0e16f7aec8af4152aa4,2,43,1,1,4,5,5,5,3,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,2,5,5,4,5,3,1,"5,11",6016f0e16f7aec8af4152aa4,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-09 10:28:34,2025-09-09 10:31:17,0,100,162,1,2025-09-09 10:31:17,R_2Qgsm4rXd9qCipk,anonymous,EN,65fc193a88719c667afc4451,2,41,1,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,4,5,5,4,5,5,5,4,5,5,4,"2,5,6,11",65fc193a88719c667afc4451,"You have just been told that you didn’t get the job you applied for. To handle the news, you turn to music to provide a sense of support as you manage your thoughts.",8
2025-09-09 10:28:16,2025-09-09 10:31:20,0,100,184,1,2025-09-09 10:31:20,R_8ESS9IFtGhRVr7l,anonymous,EN,5af5a5c3226ed5000133d67c,2,50,1,2,5,5,5,1,1,1,3,3,3,1,4,2,1,1,2,5,5,5,2,2,1,2,2,1,3,2,1,1,1,1,3,2,4,4,4,1,"6,7,11",5af5a5c3226ed5000133d67c,You are attending a celebration where music is the heart of the party. You are able to join in the fun which is aided by the music throughout the event.,1
2025-09-09 10:28:11,2025-09-09 10:31:23,0,100,192,1,2025-09-09 10:31:23,R_28fFIxDLyRTIvYt,anonymous,EN,5ac4b010f69e940001d97645,2,46,2,1,1,2,1,2,4,1,4,3,3,3,1,3,3,4,4,1,1,1,2,3,3,4,5,5,3,2,2,1,1,1,1,1,2,1,1,1,"10,12",5ac4b010f69e940001d97645,It was pointed out that you missed an important detail in your work which you now have to redo. You put on a music playlist to drown out self-criticism as you fix the mistake.,2
2025-09-09 10:28:22,2025-09-09 10:31:33,0,100,191,1,2025-09-09 10:31:33,R_8R4aNTeguS2J0Tr,anonymous,EN,5f3e6a07e06e71069f919082,2,34,1,2,4,4,4,3,2,3,5,3,4,2,2,2,4,2,3,2,5,2,2,1,3,4,4,4,2,4,3,3,2,3,4,3,4,5,3,1,"2,3,5,13",5f3e6a07e06e71069f919082,"While out for a walk, you hear a busker playing incredible sounding music you have never discovered before. You are not sure what is attracting your interest to the music but you allow yourself to be taken in by the music and its new emotional direction.",11
2025-09-09 10:28:03,2025-09-09 10:31:36,0,100,212,1,2025-09-09 10:31:36,R_8O0ReqPNZNkUZTA,anonymous,EN,58954e2dc88c680001dd4b7e,2,60,1,1,5,5,4,3,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,5,4,4,1,"1,2,3,6,9,11,12,13",58954e2dc88c680001dd4b7e,You are attending a celebration where music is the heart of the party. You are able to join in the fun which is aided by the music throughout the event.,1
2025-09-09 10:28:51,2025-09-09 10:31:36,0,100,165,1,2025-09-09 10:31:37,R_20DINHnpezGeE21,anonymous,EN,5cf1824f1ae74d00015fbd39,2,50,1,2,4,5,4,2,4,4,4,4,5,4,3,4,3,3,4,5,4,5,4,3,3,3,5,4,4,4,4,4,4,3,4,4,5,4,4,1,"5,11,13",5cf1824f1ae74d00015fbd39,"While with your friends at a cafe, a particular song comes on. You instantly recognise the music from your past, leading to an exchange of stories about your experiences together.",6
2025-09-09 10:29:39,2025-09-09 10:31:42,0,100,123,1,2025-09-09 10:31:42,R_8jZgufejz32Shut,anonymous,EN,614873a43b76bea1f97ee78f,2,51,2,2,4,5,3,4,4,4,4,4,4,4,4,3,4,4,4,5,4,5,5,4,5,4,4,5,4,4,4,4,5,4,4,4,4,4,5,1,"1,5,6,7,8,11",614873a43b76bea1f97ee78f,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-09 10:28:18,2025-09-09 10:31:46,0,100,207,1,2025-09-09 10:31:46,R_81dCO9MUXbZkdbZ,anonymous,EN,6659e2efdb732dbd7f707a98,2,20,1,4,4,5,4,5,4,4,2,2,2,4,4,4,2,1,2,3,2,3,3,2,3,4,2,5,4,4,3,4,4,5,3,3,5,5,5,1,"1,2,3,8,9,13",6659e2efdb732dbd7f707a98,"Halfway through a concert, you realise you have been fully absorbed in the power and meaning of the music. It feels as if the music has taken you into a transcendent experience, which is exactly what you hoped for before the concert.",10
2025-09-09 10:29:40,2025-09-09 10:31:51,0,100,131,1,2025-09-09 10:31:52,R_84ovaxAJJ1vfCQx,anonymous,EN,5b4a3ab1bc06c90001f902f4,2,42,2,1,3,3,2,4,4,4,4,4,3,2,3,2,3,3,3,2,2,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,2,2,2,1,"10,12",5b4a3ab1bc06c90001f902f4,"You have just been told that you didn’t get the job you applied for. To handle the news, you turn to music to provide a sense of support as you manage your thoughts.",8
2025-09-09 10:31:49,2025-09-09 10:31:57,0,100,8,1,2025-09-09 10:31:57,R_85s9SzxY4rrT9WB,anonymous,EN,671a5785170a0f6380c51f28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671a5785170a0f6380c51f28,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-09 10:28:37,2025-09-09 10:31:58,0,100,200,1,2025-09-09 10:31:58,R_2E9L19mmFfM9flE,anonymous,EN,5ac22f45436f550001ffbad2,2,67,1,2,4,4,4,4,4,4,4,4,5,4,5,5,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,1,"5,7,8,15",5ac22f45436f550001ffbad2,It was pointed out that you missed an important detail in your work which you now have to redo. You put on a music playlist to drown out self-criticism as you fix the mistake.,2
2025-09-09 10:29:58,2025-09-09 10:31:59,0,100,120,1,2025-09-09 10:31:59,R_2xAbrWIw2LkPtMu,anonymous,EN,5a6e411fe6cc4a0001b6d24b,2,30,1,1,4,3,5,4,3,4,4,5,4,5,4,4,4,4,4,2,4,3,4,5,4,5,4,4,4,4,4,2,2,4,4,4,3,4,2,1,15,5a6e411fe6cc4a0001b6d24b,It was pointed out that you missed an important detail in your work which you now have to redo. You put on a music playlist to drown out self-criticism as you fix the mistake.,2
2025-09-09 10:28:11,2025-09-09 10:32:03,0,100,232,1,2025-09-09 10:32:03,R_20o3SBW5HVwbvyP,anonymous,EN,6786682cfe5424ad10237085,2,65,1,4,5,5,2,5,5,5,4,4,4,2,5,4,5,5,4,1,1,1,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,1,"2,3,5,8,9,10,12",6786682cfe5424ad10237085,"You have just been told that you didn’t get the job you applied for. To handle the news, you turn to music to provide a sense of support as you manage your thoughts.",8
2025-09-09 10:30:09,2025-09-09 10:32:06,0,100,116,1,2025-09-09 10:32:06,R_8CmvFVVQ0k7GE6w,anonymous,EN,5ecd36302b4d3c05d4cc1ba2,2,57,2,2,4,4,2,3,2,2,5,4,4,3,2,3,3,4,3,2,4,2,4,4,4,4,4,4,4,4,2,4,4,4,3,2,5,4,2,1,"2,9,11",5ecd36302b4d3c05d4cc1ba2,"As you travel alone for an extended period, you put on your partner’s favourite music. The music makes you feel as if they are there with you.",7
